ID,PRE_POST2010,Arrest_Year,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,AGE_GROUP,PERP_SEX,PERP_RACE,Lat,Long,Lon_Lat
242,POST,2015,18-Apr-15,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,18-24,F,BLACK,40.63919298,-74.08478396,POINT (-74.08478395799993 40.63919297800004)
243,POST,2015,27-Apr-15,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 155250H,F,S,120,25-44,M,BLACK,40.62869266,-74.11216841,POINT (-74.11216840499998 40.62869266100006)
244,POST,2015,2-May-15,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,121,18-24,M,BLACK,40.6371611,-74.16019343,POINT (-74.16019342799996 40.63716110400002)
245,POST,2015,20-May-15,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 121120H,F,S,121,45-64,M,BLACK,40.62322682,-74.14922697,POINT (-74.14922697299994 40.623226819000074)
246,POST,2015,25-May-15,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 120250H,F,S,120,18-24,M,BLACK,40.61879293,-74.08204929,POINT (-74.08204929199997 40.61879293100003)
247,POST,2015,25-May-15,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 120250H,F,S,120,18-24,M,BLACK,40.61879293,-74.08204929,POINT (-74.08204929199997 40.61879293100003)
248,POST,2015,21-Jun-15,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120052H,F,S,121,<18,M,BLACK,40.60377679,-74.13156974,POINT (-74.13156973899999 40.60377679100003)
249,POST,2015,21-Jun-15,640,AGGRAVATED HARASSMENT 1,126,MISCELLANEOUS PENAL LAW,PL 240302H,F,S,121,<18,M,BLACK,40.60377679,-74.13156974,POINT (-74.13156973899999 40.60377679100003)
250,POST,2015,21-Jun-15,640,AGGRAVATED HARASSMENT 1,126,MISCELLANEOUS PENAL LAW,PL 240302H,F,S,121,<18,M,BLACK,40.60377679,-74.13156974,POINT (-74.13156973899999 40.60377679100003)
251,POST,2015,30-Jun-15,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 120053H,F,S,120,25-44,M,WHITE HISPANIC,40.61779724,-74.08110434,POINT (-74.08110434099996 40.61779724100006)
